year,country,industry,action,asset,data_type,data_stolen
2023,US,442110,"['hacking', 'malware']",S - File,['Personal'],Yes
2017,US,621320,['hacking'],S - Web application,['Medical'],Yes
2010,US,541511,['physical'],M - Disk media,['Personal'],Potentially
2014,US,517919,['hacking'],S - Database,['Payment'],Yes
2016,US,447110,['physical'],Unknown,['Payment'],Yes
2011,US,541940,['physical'],U - Laptop,['Medical'],Yes
2009,US,611310,['physical'],U - Laptop,['Personal'],Potentially
2019,US,622110,"['hacking', 'social']",P - End-user or employee,"['Medical', 'Credentials']",Potentially
2014,US,923140,['error'],M - Documents,['Unknown'],Yes
2013,US,621112,['error'],U - Desktop,['Personal'],Yes
2011,GB,622,['error'],M - Documents,['Medical'],Yes
2016,US,813410,['hacking'],S - Database,"['Personal', 'Internal', 'Other']",Yes
2014,FR,000,['hacking'],Unknown,[],
2012,US,000,['hacking'],U - Desktop,['Unknown'],Unknown
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2013,KR,000,"['hacking', 'malware', 'social']",P - Unknown,"['System', 'Credentials', 'Internal', 'Secrets']",Yes
2013,US,621,['physical'],U - Laptop,['Medical'],Potentially
2016,US,622110,['physical'],U - Laptop,['Medical'],Potentially
2017,US,622110,['error'],S - Database,['Personal'],Yes
2013,US,611210,['misuse'],S - Unknown,[],
2019,US,621140,['error'],U - Laptop,['Personal'],Potentially
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2011,US,923140,['error'],M - Documents,['Unknown'],Yes
2013,US,922130,['hacking'],S - Web application,[],
2015,GB,622110,['error'],M - Documents,['Medical'],Yes
2019,US,541613,['error'],S - Database,['Personal'],Yes
2013,US,51919,['hacking'],S - Web application,['Credentials'],Yes
2013,US,525120,['error'],S - Web application,['Payment'],Potentially
2012,US,621999,['error'],Unknown,['Medical'],Yes
2015,US,621111,['physical'],U - Laptop,"['Bank', 'Medical', 'Payment']",Potentially
2010,US,622110,['error'],M - Documents,['Medical'],Potentially
2019,IR,52,"['misuse', 'unknown']",S - Unknown,['Bank'],Yes
2013,VN,511,['hacking'],S - Unknown,[],
2016,US,921190,['hacking'],S - Web application,['Personal'],Yes
2014,Unknown,62,['error'],S - File,['Personal'],Potentially
2019,SY,928110,"['hacking', 'malware']",S - Mail,[],
2013,US,45211,['hacking'],S - Unknown,['Personal'],Yes
2016,US,921110,"['hacking', 'malware', 'social']",S - Unknown,[],
2015,US,491110,['physical'],M - Documents,['Payment'],Yes
2012,GB,921,"['error', 'misuse']",S - Database,['Personal'],Yes
2014,AE,515120,['hacking'],S - Mail,['Credentials'],Yes
2014,US,622110,['physical'],U - Laptop,['Medical'],Potentially
2013,US,453998,['malware'],S - Web application,"['Payment', 'Personal']",Yes
2006,US,522292,['misuse'],U - Desktop,['Personal'],Yes
2015,CA,622110,['misuse'],S - Database,['Medical'],Yes
2025,US,813110,['malware'],S - Unknown,"['Personal', 'Sensitive Personal', 'Internal']",Yes
2019,US,611310,['hacking'],S - Unknown,"['Personal', 'Credentials']",Yes
2013,US,621111,['misuse'],S - Database,['Medical'],Yes
2012,CA,541110,"['malware', 'social']",U - Desktop,"['Credentials', 'Bank']",Yes
2008,GB,551111,['error'],U - Media,['Personal'],Potentially
2015,US,923140,['error'],M - Documents,['Unknown'],Yes
2012,US,339,['hacking'],S - Web application,"['Payment', 'Personal']",Yes
2013,IS,51721,['hacking'],S - Web application,['Personal'],Yes
2019,SG,448110,"['hacking', 'malware']",S - Web application,['Payment'],Yes
2011,US,512110,['hacking'],S - Web application,"['Credentials', 'Personal']",Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2013,CZ,523210,['hacking'],S - Web application,['Bank'],Yes
2011,US,622110,['error'],Unknown,['Medical'],Potentially
2023,US,541700,"['hacking', 'malware']",S - File,['Personal'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2010,US,923140,['misuse'],Unknown,['Unknown'],Yes
2013,AU,524113,['physical'],M - Flash drive,['Personal'],Potentially
2014,US,522120,['error'],M - Documents,['Bank'],Yes
2012,US,923140,['social'],Unknown,['Unknown'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2017,US,611310,['social'],S - Mail,"['Credentials', 'Medical']",Yes
2012,US,923140,['error'],M - Documents,['Unknown'],Unknown
2017,GB,921,['error'],S - Web application,['Medical'],Yes
2013,US,923130,['misuse'],S - Database,['Personal'],Yes
2013,US,423450,['error'],U - Desktop,['Medical'],Yes
2012,US,621,['physical'],U - Laptop,"['Personal', 'Medical']",Potentially
2011,CA,522110,['misuse'],S - Database,['Bank'],Yes
2015,US,722511,['physical'],T - ATM,['Payment'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2013,US,515120,['malware'],U - Desktop,[],
2020,GB,622110,['error'],M - Documents,['Medical'],Yes
2019,US,622110,['malware'],N - Telephone,['Unknown'],Potentially
2013,US,485320,['unknown'],Unknown,"['Payment', 'Personal']",Yes
2012,US,923140,['misuse'],P - Customer,['Unknown'],Yes
2015,US,518210,['unknown'],S - DNS,['Unknown'],Yes
2019,ET,928120,"['hacking', 'malware']",S - File,[],
2020,IL,813940,['error'],S - Database,['Personal'],Yes
2010,US,622110,['error'],U - Desktop,['Medical'],Potentially
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2012,US,444220,['hacking'],S - Web application,['Payment'],Yes
2012,US,561499,['hacking'],S - Web application,"['Payment', 'Personal']",Yes
2013,ZA,237310,['error'],S - Web application,"['Credentials', 'Personal']",Potentially
2018,US,621111,['error'],M - Documents,['Medical'],Yes
2023,US,522291,"['hacking', 'malware']",S - File,['Personal'],Yes
2014,US,722513,['misuse'],M - Payment card,['Payment'],Yes
2013,Unknown,922,"['hacking', 'malware', 'social']",U - Desktop,"['Internal', 'Unknown', 'System', 'Secrets']",Yes
2012,US,922140,['misuse'],S - Database,['Personal'],Yes
2016,US,523930,['physical'],U - Laptop,['Personal'],Potentially
2009,US,9231,['physical'],U - Laptop,['Personal'],Potentially
2014,US,622110,['error'],U - Desktop,['Medical'],Yes
2013,US,524114,['error'],S - Web application,['Personal'],Yes
2016,US,92,"['malware', 'social']",S - Database,['Unknown'],Unknown
2013,US,622110,['misuse'],S - Database,['Personal'],Yes
2010,US,611310,['unknown'],S - Unknown,['Medical'],Potentially
2017,US,611310,['physical'],M - Disk drive,"['Personal', 'Medical']",Potentially
2013,US,448150,['hacking'],S - Database,['Payment'],Yes
2017,US,4411,['misuse'],Unknown,['Personal'],Yes
2012,CA,000,['hacking'],Unknown,['Internal'],Yes
2013,US,622110,['malware'],U - Desktop,"['Personal', 'Medical']",Potentially
2014,US,21,['hacking'],S - Web application,[],
2016,US,484121,['misuse'],S - Database,"['Secrets', 'Internal']",Yes
2012,US,622,['error'],M - Tapes,"['Medical', 'Personal']",Potentially
2015,US,621,['misuse'],M - Documents,['Medical'],Yes
2018,GB,921190,['error'],S - Web application,"['Medical', 'Personal']",Potentially
2015,US,621910,['error'],M - Documents,['Medical'],Yes
2012,US,423820,['hacking'],S - Web application,['Personal'],Yes
2010,US,923140,['error'],M - Documents,['Unknown'],Unknown
2012,US,621999,['physical'],U - Laptop,['Medical'],Potentially
2013,CZ,541511,['hacking'],S - Web application,['Credentials'],Yes
2014,GB,922120,['hacking'],S - Web application,[],
2010,US,446110,['physical'],U - Desktop,['Medical'],Potentially
2013,TW,54,['hacking'],S - Web application,[],
2013,US,923140,['error'],M - Documents,['Unknown'],Yes
2013,US,621420,['physical'],U - Desktop,"['Personal', 'Medical']",Potentially
2015,AU,541711,['misuse'],S - Database,['Medical'],Unknown
2011,US,923140,['error'],S - Mail,['Unknown'],Yes
2013,US,9261,['error'],Unknown,['Personal'],Potentially
2015,US,923140,['error'],M - Documents,['Unknown'],Yes
2011,US,621111,['hacking'],S - Unknown,['Medical'],Yes
2012,US,9211,"['hacking', 'malware', 'social']",S - Authentication,"['Credentials', 'Bank', 'Personal']",Yes
2021,US,611110,"['hacking', 'malware']",S - File,['Personal'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2011,US,522110,['misuse'],S - Web application,['Internal'],Yes
2012,US,621512,['error'],M - Documents,['Medical'],Potentially
2023,US,611110,"['hacking', 'malware']",S - File,['Personal'],Yes
2023,US,524,"['hacking', 'malware']",S - File,['Personal'],Yes
2015,GB,92212,['physical'],U - Laptop,['Personal'],Potentially
2011,US,923140,['error'],M - Documents,['Unknown'],Yes
2012,US,624410,['error'],S - Web application,"['Bank', 'Personal']",Yes
2025,US,611310,['hacking'],S - Web application,['Unknown'],Yes
2016,US,921110,['error'],M - Disk media,['Personal'],Yes
2014,US,511210,"['hacking', 'social']",S - Web application,[],
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2015,US,623110,['misuse'],Unknown,"['Medical', 'Personal']",Yes
2014,US,921110,['misuse'],S - Web application,['Classified'],Yes
2013,BD,921,['hacking'],S - Web application,[],
2012,US,522110,"['hacking', 'malware', 'social']",U - Desktop,['Bank'],Yes
2012,US,923140,['error'],M - Documents,['Unknown'],Yes
2016,CA,622110,['misuse'],S - Database,['Medical'],Yes
2017,US,922120,['error'],S - Web application,['Personal'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2016,US,447110,['physical'],T - Gas terminal,['Payment'],Yes
2010,US,621,"['error', 'physical']",M - Flash drive,['Medical'],Potentially
2016,US,621999,['physical'],U - Laptop,['Personal'],Potentially
2013,US,922140,['physical'],M - Flash drive,['Personal'],Potentially
2017,US,447110,['physical'],T - Gas terminal,['Payment'],Potentially
2020,ES,451110,['error'],S - Database,"['Personal', 'Credentials']",Yes
2013,US,446110,['physical'],S - Unknown,['Medical'],Potentially
2012,US,923120,['misuse'],S - Database,['Personal'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2016,US,441110,['misuse'],S - Database,['Personal'],Yes
2013,US,622110,['error'],M - Flash drive,"['Personal', 'Medical']",Potentially
2013,BD,921,['hacking'],S - Web application,[],
2013,GB,92,['error'],U - Desktop,['Personal'],Yes
2013,AM,928120,['hacking'],S - Web application,[],
2023,US,458110,"['hacking', 'malware']",S - File,['Personal'],Yes
2021,AU,813319,['hacking'],S - Database,['Personal'],Yes
2018,US,522110,['physical'],T - ATM,['Payment'],Potentially
2012,LU,92,"['hacking', 'malware', 'social']",U - Desktop,"['Classified', 'Internal', 'Credentials', 'Secrets', 'System']",Yes
2025,CN,334513,['error'],S - Database,"['Internal', 'Credentials']",Yes
2016,CA,813312,"['malware', 'social']",U - Desktop,[],
2013,US,622310,['physical'],U - Desktop,['Medical'],Yes
2020,DE,541611,"['hacking', 'malware']",S - Unknown,"['Internal', 'Personal', 'Source code']",Yes
2013,US,334220,['hacking'],S - Web application,['Personal'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2017,US,621320,['physical'],M - Documents,"['Medical', 'Bank']",Yes
2012,US,622110,['misuse'],S - Database,['Medical'],Yes
2015,US,32,['social'],P - End-user or employee,['Personal'],Yes
2012,US,621491,['error'],M - Documents,['Medical'],Potentially
2013,US,621111,['error'],M - Documents,"['Medical', 'Personal']",Potentially
2015,US,923140,['error'],M - Documents,['Unknown'],Yes
2015,US,621111,['physical'],U - Laptop,['Medical'],Potentially
2019,ZA,541511,['error'],S - Database,['Personal'],Yes
2013,US,531110,['malware'],U - Desktop,['Personal'],Potentially
2012,US,622110,['misuse'],M - Documents,['Personal'],Yes
2018,SG,517210,['error'],S - Web application,['Personal'],Yes
2016,US,621491,['physical'],M - Documents,"['Medical', 'Personal']",Yes
2010,US,621111,['physical'],U - Laptop,['Medical'],Potentially
2013,IN,334413,['misuse'],S - Unknown,['Secrets'],Yes
2020,GB,562111,"['malware', 'social']",U - Desktop,['Secrets'],Yes
2019,US,624190,['malware'],S - Database,"['Personal', 'Unknown']",Potentially
2011,HK,922120,['error'],U - Laptop,['Personal'],Potentially
2013,US,453910,['misuse'],P - End-user or employee,['Other'],Yes
2015,US,621111,['hacking'],S - Database,['Medical'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2014,US,622110,['physical'],M - Documents,['Medical'],Yes
2015,NZ,511140,['error'],S - Web application,['Personal'],Yes
2012,US,921130,['misuse'],S - Mail,['Personal'],Potentially
2015,US,622110,['hacking'],S - Web application,['Personal'],Yes
2017,US,611110,['error'],S - Mail,['Personal'],Yes
2015,US,928,"['error', 'misuse']",S - Database,['Personal'],Yes
2014,US,541512,['hacking'],M - Unknown,['Personal'],Yes
2025,FR,448310,['hacking'],S - Web application,['Unknown'],Yes
2019,Unknown,51213,['error'],S - Database,['Personal'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2016,US,5241,['misuse'],S - Database,['Personal'],Yes
2012,GB,611310,['hacking'],S - Web application,[],
2016,US,722,"['misuse', 'physical']",M - Payment card,['Payment'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2024,US,522320,['hacking'],S - Web application,['Internal'],Yes
2014,RU,92,['hacking'],S - Web application,[],
2015,US,62211,['misuse'],S - Database,['Medical'],Yes
2013,US,923110,['physical'],M - Documents,['Internal'],Yes
2013,US,721110,"['hacking', 'malware']",U - POS terminal,['Payment'],Yes
2010,US,622110,['physical'],M - Documents,['Medical'],Yes
2017,US,922190,['error'],M - Documents,[],
2012,CA,921,['error'],M - Disk drive,['Personal'],Potentially
2013,EC,928120,['hacking'],S - Web application,[],
2014,US,611110,['hacking'],Unknown,['Personal'],Yes
2016,CA,446110,['misuse'],S - Database,"['Medical', 'Credentials']",Yes
2018,US,511120,['hacking'],S - Web application,['Credentials'],Yes
2013,KR,5417,"['hacking', 'malware', 'social']",P - Unknown,"['System', 'Credentials', 'Internal', 'Secrets']",Yes
2013,KR,483111,"['hacking', 'malware', 'social']",P - Unknown,"['System', 'Credentials', 'Internal', 'Secrets']",Yes
2015,US,621111,['physical'],U - Laptop,['Medical'],Potentially
2018,US,51913,['hacking'],S - Database,['Credentials'],Yes
2006,JP,51721,['unknown'],M - Disk media,['Personal'],Yes
2013,US,722511,['hacking'],S - POS controller,"['Bank', 'Payment']",Yes
2012,US,927110,['hacking'],S - Database,"['Internal', 'Unknown']",Potentially
2013,AU,621111,['physical'],M - Documents,['Medical'],Yes
2013,CA,611310,['error'],U - Desktop,['Personal'],Yes
2012,GB,523991,['hacking'],Unknown,['Personal'],Yes
2014,US,541511,"['hacking', 'social']",S - Web application,[],
2009,US,622110,['misuse'],Unknown,['Medical'],Unknown
2013,GB,92211,['misuse'],M - Documents,['Unknown'],Yes
2016,NZ,81392,['social'],U - Laptop,['Personal'],Yes
2013,US,722511,['hacking'],S - Unknown,['Payment'],Yes
2013,US,62,['physical'],U - Laptop,['Medical'],Potentially
2013,US,221118,['hacking'],S - Unknown,"['Personal', 'Bank']",Yes
2020,US,611110,['error'],S - Web application,['Credentials'],Yes
2013,US,611110,['error'],Unknown,['Personal'],Yes
2012,US,923140,['error'],M - Documents,['Unknown'],Yes
2013,GB,441,['hacking'],S - Web application,['Credentials'],Yes
2011,US,9211,['physical'],M - Documents,['Medical'],Potentially
2019,US,518210,"['malware', 'unknown']",S - File,[],
2016,Unknown,622111,['hacking'],S - Unknown,['Medical'],Yes
2009,US,621,['misuse'],Unknown,['Personal'],Yes
2011,CN,519130,['hacking'],Unknown,['Personal'],Yes
2014,JP,339930,['hacking'],S - Web application,"['Credentials', 'Personal', 'Internal']",Yes
2016,US,621111,['physical'],U - Laptop,['Medical'],Potentially
2013,US,541219,['error'],M - Documents,['Medical'],Yes
2014,US,722513,['hacking'],S - Web application,"['Credentials', 'Personal']",Yes
2013,KR,522110,['misuse'],S - Database,['Personal'],Yes
2013,US,621,['physical'],U - Laptop,['Medical'],Potentially
2015,US,522110,['physical'],T - ATM,['Payment'],Yes
2010,US,813930,['physical'],M - Documents,['Medical'],Potentially
1998,US,92811,['misuse'],S - Database,['Other'],Yes
2005,US,518210,['misuse'],S - Web application,"['Personal', 'Credentials']",Yes
2012,US,524113,['error'],S - File,['Personal'],Yes
2015,HK,519120,['misuse'],S - Unknown,['Personal'],Yes
2011,US,541213,['misuse'],M - Documents,['Personal'],Yes
2015,US,926130,['hacking'],S - Web application,[],
2020,US,561,['hacking'],S - Web application,['Credentials'],Yes
2011,KP,511,['misuse'],Unknown,"['Credentials', 'Virtual currency']",Yes
2010,US,621112,['physical'],U - Desktop,['Medical'],Potentially
2019,US,6221,['malware'],S - File,[],
2019,US,525190,"['hacking', 'social']",S - Mail,"['Credentials', 'Personal', 'Medical']",Yes
2013,US,55111,['physical'],T - ATM,['Payment'],Yes
2014,IN,336111,['hacking'],S - Web application,[],
2015,US,519130,['hacking'],Unknown,['Personal'],Yes
2012,US,621111,"['hacking', 'unknown']",S - Unknown,['Medical'],Potentially
2016,US,922120,['physical'],M - Documents,['Personal'],Yes
2010,US,622110,['unknown'],M - Documents,['Medical'],Potentially
2013,GB,000,['hacking'],S - Web application,[],
2019,CA,42499,['hacking'],S - Web application,['Credentials'],Yes
2012,US,923140,['error'],M - Documents,['Unknown'],Yes
2011,GB,611310,['hacking'],S - Web application,[],
2017,GB,236,['physical'],U - Laptop,['Internal'],Potentially
